Date référence;Numéro commune;RSA ou PPA;Nom commune;Nombre foyers RSA_PPA;Nombre personnes RSA_PPA
2020-12;50305;RSA seul;LE MESNIL AU VAL;5;10
2020-12;50311;RSA seul;LE MESNIL GARNIER;0;0
2020-12;50335;RSA seul;MONTAIGU LA BRISETTE;5;5
2020-12;50336;RSA seul;MONTAIGU LES BOIS;0;0
2020-12;50363;RSA seul;MOYON VILLAGES;10;20
2020-12;50445;RSA seul;SAINT ANDRE DE BOHON;0;0
2020-12;50448;RSA seul;SAINT AUBIN DE TERREGATTE;10;10
2020-12;50451;RSA seul;;0;0
2020-12;51118;RSA seul;CHAMPIGNY;10;15
2020-12;51136;RSA seul;CHATILLON SUR MARNE;5;10
2020-12;51140;RSA seul;CHAUMUZY;0;0
2020-12;51144;RSA seul;CHEMINON;10;25
2020-12;51146;RSA seul;;0;0
2020-12;51150;RSA seul;;0;0
2020-12;51161;RSA seul;CONDE SUR MARNE;5;5
2020-12;51166;RSA seul;;0;0
2020-12;51167;RSA seul;COOLE;0;0
2020-12;51169;RSA seul;CORBEIL;0;0
2020-12;51171;RSA seul;CORMICY;10;20
2020-12;51174;RSA seul;CORRIBERT;0;0
2020-12;51216;RSA seul;;0;0
2020-12;51244;RSA seul;;0;0
2020-12;34026;RSA seul;BEAUFORT;0;0
2020-12;34030;RSA seul;BERLOU;5;15
2020-12;34048;RSA seul;CAMPAGNE;0;0
2020-12;34063;RSA seul;CAUX;50;90
2020-12;34070;RSA seul;CEBAZAN;5;15
2020-12;34077;RSA seul;CLAPIERS;70;115
2020-12;34092;RSA seul;CRUZY;15;30
2020-12;34096;RSA seul;FAUGERES;10;15
2020-12;34107;RSA seul;FRAISSE SUR AGOUT;10;20
2020-12;34117;RSA seul;GRAISSESSAC;25;50
2020-12;34119;RSA seul;HEREPIAN;25;35
2020-12;34123;RSA seul;JUVIGNAC;240;490
2020-12;34140;RSA seul;LIGNAN SUR ORB;35;80
2020-12;34199;RSA seul;PEZENAS;345;615
2020-12;34202;RSA seul;PIGNAN;135;295
2020-12;34221;RSA seul;PUECHABON;10;10
2020-12;34222;RSA seul;PUILACHER;10;15
2020-12;34224;RSA seul;PUISSALICON;10;25
2020-12;34228;RSA seul;RIEUSSEC;5;10
2020-12;34241;RSA seul;SAINT BAUZILLE DE LA SYLVE;10;20
2020-12;34262;RSA seul;SAINT GUIRAUD;0;0
2020-12;34277;RSA seul;SAINT MAURICE NAVACELLES;10;15
2020-12;34306;RSA seul;SOUMONT;15;25
2020-12;34315;RSA seul;USCLAS D HERAULT;0;0
2020-12;35002;RSA seul;AMANLIS;5;10
2020-12;35017;RSA seul;LA BAUSSAINE;5;5
2020-12;35024;RSA seul;BETTON;105;190
2020-12;35270;RSA seul;SAINT GEORGES DE GREHAIGNE;5;10
2020-12;35281;RSA seul;SAINT JACQUES DE LA LANDE;290;580
2020-12;35287;RSA seul;SAINT LUNAIRE;20;35
2020-12;35288;RSA seul;SAINT MALO;735;1295
2020-12;35305;RSA seul;SAINT PERAN;0;0
2020-12;35320;RSA seul;SAINT UNIAC;0;0
2020-12;37104;RSA seul;ESVRES;45;95
2020-12;37107;RSA seul;;0;0
2020-12;37111;RSA seul;GENILLE;25;40
2020-12;37115;RSA seul;DESCARTES;120;245
2020-12;37118;RSA seul;HUISMES;10;25
2020-12;37119;RSA seul;L'ILE BOUCHARD;40;75
2020-12;37123;RSA seul;LANGEAIS;70;135
2020-12;37142;RSA seul;MAILLE;5;10
2020-12;37147;RSA seul;MARCILLY SUR VIENNE;5;5
2020-12;37148;RSA seul;MARIGNY MARMANDE;15;40
2020-12;37150;RSA seul;MAZIERES DE TOURAINE;5;15
2020-12;37157;RSA seul;MONTRESOR;5;10
2020-12;37161;RSA seul;MOSNES;5;5
2020-12;37162;RSA seul;MOUZAY;5;10
2020-12;37167;RSA seul;NEUILLE PONT PIERRE;40;100
2020-12;37169;RSA seul;NEUVILLE SUR BRENNE;5;10
2020-12;37171;RSA seul;NOIZAY;5;5
2020-12;37184;RSA seul;LE PETIT PRESSIGNY;0;0
2020-12;37189;RSA seul;PREUILLY SUR CLAISE;25;45
2020-12;37193;RSA seul;RESTIGNE;5;15
2020-12;37195;RSA seul;LA RICHE;330;720
2020-12;37198;RSA seul;RILLE;10;10
2020-12;37210;RSA seul;SAINT BENOIT LA FORET;5;10
2020-12;37214;RSA seul;SAINT CYR SUR LOIRE;180;285
2020-12;37221;RSA seul;SAINT HIPPOLYTE;45;155
2020-12;37223;RSA seul;SAINT LAURENT DE LIN;0;0
2020-12;37225;RSA seul;SAINT MARTIN LE BEAU;40;85
2020-12;37226;RSA seul;SAINTE MAURE DE TOURAINE;95;175
2020-12;37228;RSA seul;SAINT NICOLAS DE BOURGUEIL;5;15
2020-12;37231;RSA seul;SAINT PATERNE RACAN;25;40
2020-12;37232;RSA seul;COTEAUX SUR LOIRE;20;35
2020-12;38093;RSA seul;CHATENAY;5;5
2020-12;38095;RSA seul;CHATTE;20;35
2020-12;38099;RSA seul;CHEVRIERES;5;5
2020-12;38100;RSA seul;LE CHEYLAS;25;40
2020-12;38105;RSA seul;CHIRENS;10;20
2020-12;38109;RSA seul;CHOZEAU;0;0
2020-12;38112;RSA seul;;0;0
2020-12;38117;RSA seul;COGNIN LES GORGES;10;25
2020-12;38124;RSA seul;CORBELIN;30;50
2020-12;38128;RSA seul;CORPS;10;30
2020-12;38131;RSA seul;LES COTES D AREY;15;30
2020-12;38133;RSA seul;COUBLEVIE;35;60
2020-12;38134;RSA seul;COUR ET BUIS;15;25
2020-12;38135;RSA seul;COURTENAY;10;20
2020-12;38136;RSA seul;CRACHIER;0;0
2020-12;38138;RSA seul;CREMIEU;40;80
2020-12;38140;RSA seul;CROLLES;65;105
2020-12;38146;RSA seul;DIZIMIEU;0;0
2020-12;38152;RSA seul;ECLOSE BADINIERES;5;10
2020-12;38155;RSA seul;ENTRE DEUX GUIERS;15;15
2020-12;38158;RSA seul;EYBENS;145;365
2020-12;38159;RSA seul;EYDOCHE;0;0
2020-12;38160;RSA seul;EYZIN PINET;25;35
2020-12;38161;RSA seul;FARAMANS;10;15
2020-12;38162;RSA seul;FAVERGES DE LA TOUR;10;20
2020-12;38163;RSA seul;LE HAUT BREDA;5;5
2020-12;38167;RSA seul;FLACHERES;0;0
2020-12;38169;RSA seul;FONTAINE;555;1185
2020-12;38170;RSA seul;FONTANIL CORNILLON;20;35
2020-12;38182;RSA seul;LE GRAND LEMPS;35;75
2020-12;38183;RSA seul;GRANIEU;0;0
2020-12;38187;RSA seul;LE GUA;10;10
2020-12;38189;RSA seul;HEYRIEUX;40;75
2020-12;38190;RSA seul;HIERES SUR AMBY;5;5
2020-12;38193;RSA seul;L'ISLE D ABEAU;350;905
2020-12;38195;RSA seul;IZERON;5;10
2020-12;38198;RSA seul;JARCIEU;10;15
2020-12;38199;RSA seul;JARDIN;10;25
2020-12;38200;RSA seul;JARRIE;20;40
2020-12;38203;RSA seul;LAFFREY;5;10
2020-12;38205;RSA seul;LANS EN VERCORS;15;25
2020-12;38208;RSA seul;LAVARS;5;5
2020-12;38209;RSA seul;LENTIOL;0;0
2020-12;38210;RSA seul;LEYRIEU;5;5
2020-12;38212;RSA seul;LIVET ET GAVET;30;55
2020-12;38213;RSA seul;LONGECHENAL;5;5
2020-12;38221;RSA seul;;0;0
2020-12;38222;RSA seul;MASSIEU;5;5
2020-12;38223;RSA seul;MAUBEC;20;45
2020-12;38229;RSA seul;MEYLAN;180;315
2020-12;38230;RSA seul;MEYRIE;10;25
2020-12;38232;RSA seul;MEYSSIEZ;0;0
2020-12;33316;RSA seul;PELLEGRUE;30;60
2020-12;33320;RSA seul;PETIT PALAIS ET CORNEMPS;15;35
2020-12;33322;RSA seul;LE PIAN MEDOC;60;120
2020-12;33323;RSA seul;LE PIAN SUR GARONNE;5;5
2020-12;33341;RSA seul;PUGNAC;30;45
2020-12;33342;RSA seul;PUISSEGUIN;5;5
2020-12;33354;RSA seul;RIOCAUD;5;10
2020-12;33360;RSA seul;LA ROQUILLE;5;25
2020-12;33363;RSA seul;SADIRAC;30;55
2020-12;33374;RSA seul;SAINT AUBIN DE BLAYE;15;35
2020-12;33381;RSA seul;SAINT CAPRAIS DE BORDEAUX;25;35
2020-12;33382;RSA seul;SAINT CHRISTOLY DE BLAYE;80;195
2020-12;33407;RSA seul;SAINT GENES DE FRONSAC;5;10
2020-12;33411;RSA seul;;0;0
2020-12;33412;RSA seul;SAINT GERMAIN D ESTEUIL;20;40
2020-12;33415;RSA seul;SAINT GERVAIS;20;40
2020-12;33424;RSA seul;SAINT LAURENT MEDOC;55;110
2020-12;33425;RSA seul;SAINT LAURENT D ARCE;15;25
2020-12;37238;RSA seul;SAINT SENOCH;5;15
2020-12;37243;RSA seul;SAVONNIERES;20;25
2020-12;37244;RSA seul;SAZILLY;5;5
2020-12;37246;RSA seul;SENNEVIERES;0;0
2020-12;37248;RSA seul;SEUILLY;5;10
2020-12;37249;RSA seul;SONZAY;10;25
2020-12;37253;RSA seul;;0;0
2020-12;37257;RSA seul;THILOUZE;10;15
2020-12;37260;RSA seul;LA TOUR SAINT GELIN;0;0
2020-12;37264;RSA seul;VALLERES;10;10
2020-12;37265;RSA seul;VARENNES;0;0
2020-12;37268;RSA seul;VERNEUIL LE CHATEAU;0;0
2020-12;37269;RSA seul;VERNEUIL SUR INDRE;5;15
2020-12;37275;RSA seul;VILLEDOMAIN;5;5
2020-12;37279;RSA seul;VILLIERS AU BOUIN;10;30
2020-12;38004;RSA seul;L'ALBENC;20;40
2020-12;38009;RSA seul;ANJOU;5;20
2020-12;38012;RSA seul;AOSTE;20;45
2020-12;38020;RSA seul;AURIS;0;0
2020-12;38023;RSA seul;;0;0
2020-12;38032;RSA seul;BEAUFORT;5;5
2020-12;38033;RSA seul;BEAULIEU;5;5
2020-12;38037;RSA seul;BELLEGARDE POUSSIEU;5;5
2020-12;38038;RSA seul;BELMONT;5;10
2020-12;38039;RSA seul;BERNIN;15;20
2020-12;38042;RSA seul;BEVENAIS;10;10
2020-12;38043;RSA seul;BILIEU;15;25
2020-12;38044;RSA seul;BIOL;10;20
2020-12;38045;RSA seul;BIVIERS;10;15
2020-12;38048;RSA seul;BONNEFAMILLE;5;5
2020-12;38049;RSA seul;BOSSIEU;0;0
2020-12;38054;RSA seul;BOUVESSE QUIRIEU;5;15
2020-12;38056;RSA seul;BRESSIEUX;0;0
2020-12;38058;RSA seul;BREZINS;10;25
2020-12;38063;RSA seul;BURCIN;0;0
2020-12;38065;RSA seul;CHABONS;15;30
2020-12;38068;RSA seul;CHAMPAGNIER;10;10
2020-12;38072;RSA seul;CHANAS;20;45
2020-12;38073;RSA seul;CHANTEPERIER;0;0
2020-12;38077;RSA seul;LA CHAPELLE DE SURIEU;5;20
2020-12;38081;RSA seul;CHARANTONNAY;10;20
2020-12;37203;RSA seul;ROCHECORBON;35;75
2020-12;37204;RSA seul;ROUZIERS DE TOURAINE;10;10
2020-12;37207;RSA seul;SAINT AUBIN LE DEPEINT;5;15
2020-12;37216;RSA seul;SAINT EPAIN;10;25
2020-12;38089;RSA seul;;0;0
2020-12;35328;RSA seul;SIXT SUR AFF;25;50
2020-12;35331;RSA seul;TALENSAC;10;25
2020-12;35333;RSA seul;LE THEIL DE BRETAGNE;10;15
2020-12;35340;RSA seul;TREFFENDEL;10;15
2020-12;36009;RSA seul;ARTHON;5;10
2020-12;36013;RSA seul;BAUDRES;5;5
2020-12;36016;RSA seul;BELABRE;20;30
2020-12;36023;RSA seul;BOUGES LE CHATEAU;5;10
2020-12;36025;RSA seul;BRIANTES;10;15
2020-12;36026;RSA seul;BRION;5;10
2020-12;36029;RSA seul;BUXEUIL;5;10
2020-12;36030;RSA seul;BUXIERES D AILLAC;0;0
2020-12;36032;RSA seul;CEAULMONT;5;10
2020-12;36033;RSA seul;CELON;5;15
2020-12;36034;RSA seul;CHABRIS;45;85
2020-12;36036;RSA seul;;0;0
2020-12;36045;RSA seul;CHATILLON SUR INDRE;45;85
2020-12;36049;RSA seul;;0;0
2020-12;36059;RSA seul;CONDE;5;5
2020-12;36081;RSA seul;GARGILESSE DAMPIERRE;0;0
2020-12;36083;RSA seul;GIROUX;0;0
2020-12;36084;RSA seul;GOURNAY;5;10
2020-12;36115;RSA seul;MENETOU SUR NAHON;0;0
2020-12;36117;RSA seul;;0;0
2020-12;36121;RSA seul;;0;0
2020-12;36135;RSA seul;MOULINS SUR CEPHONS;5;5
2020-12;36147;RSA seul;ORVILLE;0;0
2020-12;36148;RSA seul;OULCHES;5;10
2020-12;33321;RSA seul;PEUJARD;15;30
2020-12;33332;RSA seul;PORCHERES;10;15
2020-12;33344;RSA seul;PUJOLS;5;10
2020-12;33345;RSA seul;LE PUY;5;5
2020-12;33352;RSA seul;LA REOLE;205;400
2020-12;33383;RSA seul;SAINT CHRISTOLY MEDOC;5;10
2020-12;33384;RSA seul;SAINT CHRISTOPHE DES BARDES;10;15
2020-12;33386;RSA seul;SAINT CIBARD;0;0
2020-12;33389;RSA seul;SAINT CIERS SUR GIRONDE;95;200
2020-12;33393;RSA seul;SAINT DENIS DE PILE;125;275
2020-12;33394;RSA seul;SAINT EMILION;20;30
2020-12;33398;RSA seul;SAINT EXUPERY;0;0
2020-12;33403;RSA seul;SAINTE FOY LA LONGUE;0;0
2020-12;33406;RSA seul;SAINT GENES DE CASTILLON;5;5
2020-12;33417;RSA seul;SAINTE HELENE;30;85
2020-12;33418;RSA seul;SAINT HILAIRE DE LA NOAILLE;5;10
2020-12;33421;RSA seul;SAINT JEAN DE BLAIGNAC;5;5
2020-12;33423;RSA seul;SAINT JULIEN BEYCHEVELLE;5;10
2020-12;36096;RSA seul;LINGE;5;10
2020-12;36100;RSA seul;;0;0
2020-12;36114;RSA seul;MAUVIERES;0;0
2020-12;36161;RSA seul;LE PONT CHRETIEN CHABENET;25;65
2020-12;36165;RSA seul;POULIGNY SAINT PIERRE;5;10
2020-12;36174;RSA seul;ROUSSINES;5;10
2020-12;36175;RSA seul;ROUVRES LES BOIS;5;5
2020-12;36189;RSA seul;SAINT DENIS DE JOUHET;10;25
2020-12;36213;RSA seul;SAUZELLES;0;0
2020-12;36246;RSA seul;VILLIERS;0;0
2020-12;37007;RSA seul;ASSAY;0;0
2020-12;37008;RSA seul;ATHEE SUR CHER;10;10
2020-12;37009;RSA seul;AUTRECHE;5;10
2020-12;37013;RSA seul;AVRILLE LES PONCEAUX;10;20
2020-12;37022;RSA seul;BEAUMONT EN VERON;20;40
2020-12;37023;RSA seul;BEAUMONT VILLAGE;0;0
2020-12;37025;RSA seul;BERTHENAY;0;0
2020-12;37038;RSA seul;BREHEMONT;10;15
2020-12;37054;RSA seul;CHANCEAUX SUR CHOISILLE;20;35
2020-12;33451;RSA seul;SAINT MICHEL DE FRONSAC;5;5
2020-12;33456;RSA seul;SAINT PALAIS;10;25
2020-12;33458;RSA seul;SAINT PAUL;10;20
2020-12;33477;RSA seul;SAINT SEURIN DE CURSAC;10;20
2020-12;33483;RSA seul;SAINT SULPICE ET CAMEYRAC;60;105
2020-12;33484;RSA seul;SAINT SYMPHORIEN;30;60
2020-12;33488;RSA seul;SAINT VINCENT DE PERTIGNAS;5;10
2020-12;33505;RSA seul;LA SAUVE;15;35
2020-12;33513;RSA seul;SILLAS;5;5
2020-12;33536;RSA seul;LE TUZAN;5;5
2020-12;33537;RSA seul;UZESTE;10;25
2020-12;33545;RSA seul;VERTHEUIL;20;50
2020-12;33546;RSA seul;VIGNONET;0;0
2020-12;33551;RSA seul;VILLENEUVE;10;10
2020-12;33555;RSA seul;MARCHEPRIME;35;80
2020-12;34008;RSA seul;LES AIRES;15;30
2020-12;34012;RSA seul;ARGELLIERS;10;15
2020-12;34013;RSA seul;ASPIRAN;30;65
2020-12;34018;RSA seul;AUTIGNAC;15;30
2020-12;34019;RSA seul;AVENE;10;20
2020-12;34167;RSA seul;MONTELS;5;5
2020-12;34176;RSA seul;MUDAISON;20;50
2020-12;34178;RSA seul;MURVIEL LES BEZIERS;55;115
2020-12;34179;RSA seul;MURVIEL LES MONTPELLIER;15;25
2020-12;34185;RSA seul;NOTRE DAME DE LONDRES;10;20
2020-12;34186;RSA seul;OCTON;15;35
2020-12;34192;RSA seul;PALAVAS LES FLOTS;200;310
2020-12;34198;RSA seul;PEROLS;145;240
2020-12;34212;RSA seul;POUJOLS;5;5
2020-12;34215;RSA seul;POUZOLS;10;20
2020-12;34235;RSA seul;ROSIS;10;15
2020-12;34273;RSA seul;SAINT MARTIN DE L ARCON;5;5
2020-12;34304;RSA seul;SOUBES;15;25
2020-12;34312;RSA seul;LA TOUR SUR ORB;20;30
2020-12;34329;RSA seul;VENDRES;40;85
2020-12;34335;RSA seul;VILLEMAGNE L ARGENTIERE;5;5
2020-12;35004;RSA seul;VAL COUESNON;45;85
2020-12;35012;RSA seul;BAIN DE BRETAGNE;95;215
2020-12;35027;RSA seul;BOISGERVILLY;10;10
2020-12;35035;RSA seul;BOVEL;5;5
2020-12;35046;RSA seul;LES BRULAIS;5;10
2020-12;36157;RSA seul;LA PEROUILLE;0;0
2020-12;36184;RSA seul;SAINT CHARTIER;5;10
2020-12;36188;RSA seul;;0;0
2020-12;36191;RSA seul;SAINT FLORENTIN;0;0
2020-12;36192;RSA seul;SAINT GAULTIER;45;100
2020-12;36202;RSA seul;SAINT MAUR;25;45
2020-12;36207;RSA seul;SAINT PLANTAIRE;5;10
2020-12;36210;RSA seul;SARZAY;5;10
2020-12;36216;RSA seul;SELLES SUR NAHON;0;0
2020-12;36218;RSA seul;SOUGE;5;5
2020-12;36221;RSA seul;THEVET SAINT JULIEN;5;15
2020-12;36235;RSA seul;VEUIL;5;5
2020-12;36243;RSA seul;VILLEGOUIN;5;10
2020-12;37019;RSA seul;BARROU;10;20
2020-12;37040;RSA seul;BRIZAY;0;0
2020-12;37046;RSA seul;CERE LA RONDE;5;15
2020-12;37047;RSA seul;CERELLES;0;0
2020-12;37053;RSA seul;;0;0
2020-12;37061;RSA seul;CHARNIZAY;5;10
2020-12;37062;RSA seul;CHATEAU LA VALLIERE;40;75
2020-12;37066;RSA seul;CHEDIGNY;0;0
2020-12;37071;RSA seul;;0;0
2020-12;37072;RSA seul;CHINON;255;510
2020-12;37073;RSA seul;CHISSEAUX;5;10
2020-12;37080;RSA seul;CIVRAY SUR ESVES;0;0
2020-12;37085;RSA seul;COURCAY;5;5
2020-12;36217;RSA seul;SEMBLECAY;0;0
2020-12;36220;RSA seul;THENAY;20;55
2020-12;36226;RSA seul;TRANZAULT;5;5
2020-12;44180;RSA seul;VALLONS DE L ERDRE;70;170
2020-12;44187;RSA seul;SAINT PERE EN RETZ;40;70
2020-12;44214;RSA seul;VAY;15;30
2020-12;45020;RSA seul;LE BARDON;5;10
2020-12;45039;RSA seul;BONNEE;10;25
2020-12;45068;RSA seul;CHALETTE SUR LOING;550;1235
2020-12;45070;RSA seul;;0;0
2020-12;45075;RSA seul;LA CHAPELLE SAINT MESMIN;140;310
2020-12;45082;RSA seul;CHATEAUNEUF SUR LOIRE;145;320
2020-12;45083;RSA seul;CHATEAU RENARD;80;150
2020-12;45093;RSA seul;CHEVILLY;30;55
2020-12;45095;RSA seul;CHILLEURS AUX BOIS;35;65
2020-12;45096;RSA seul;LES CHOUX;5;10
2020-12;45099;RSA seul;COINCES;0;0
2020-12;45101;RSA seul;COMBREUX;5;5
2020-12;45115;RSA seul;COURTENAY;135;280
2020-12;45116;RSA seul;CRAVANT;5;10
2020-12;45125;RSA seul;;0;0
2020-12;45130;RSA seul;DRY;5;10
2020-12;45131;RSA seul;ECHILLEUSES;5;5
2020-12;45134;RSA seul;EPIEDS EN BEAUCE;10;15
2020-12;45164;RSA seul;GUILLY;5;10
2020-12;45166;RSA seul;;0;0
2020-12;45167;RSA seul;HUISSEAU SUR MAUVES;10;15
2020-12;45179;RSA seul;LAILLY EN VAL;15;30
2020-12;45207;RSA seul;MIGNERETTE;5;10
2020-12;45214;RSA seul;MONTIGNY;0;0
2020-12;45218;RSA seul;LE MOULINET SUR SOLIN;0;0
2020-12;45228;RSA seul;NIBELLE;15;25
2020-12;45246;RSA seul;PANNECIERES;0;0
2020-12;45251;RSA seul;PIERREFITTE ES BOIS;5;10
2020-12;45254;RSA seul;POILLY LEZ GIEN;15;25
2020-12;45259;RSA seul;QUIERS SUR BEZONDE;10;15
2020-12;45261;RSA seul;REBRECHIEN;5;5
2020-12;45266;RSA seul;RUAN;0;0
2020-12;45268;RSA seul;SAINT AIGNAN LE JAILLARD;5;5
2020-12;45270;RSA seul;SAINT BENOIT SUR LOIRE;20;45
2020-12;45288;RSA seul;SAINT LOUP DES VIGNES;5;10
2020-12;45289;RSA seul;SAINT LYE LA FORET;5;5
2020-12;45301;RSA seul;SANTEAU;0;0
2020-12;45306;RSA seul;LA SELLE EN HERMOY;10;15
2020-12;45315;RSA seul;SULLY SUR LOIRE;110;225
2020-12;45317;RSA seul;TAVERS;5;15
2020-12;45322;RSA seul;THORAILLES;0;0
2020-12;46009;RSA seul;ASSIER;5;10
2020-12;46016;RSA seul;;0;0
2020-12;46153;RSA seul;LANZAC;5;10
2020-12;46154;RSA seul;LARAMIERE;5;5
2020-12;46163;RSA seul;LAVAL DE CERE;5;15
2020-12;46189;RSA seul;MAYRINHAC LENTOUR;10;10
2020-12;46192;RSA seul;MEYRONNE;5;5
2020-12;46193;RSA seul;MIERS;0;0
2020-12;46203;RSA seul;MONTET ET BOUXAL;5;20
2020-12;46205;RSA seul;MONTGESTY;5;5
2020-12;46217;RSA seul;PERN;5;10
2020-12;46223;RSA seul;PONTCIRQ;10;10
2020-12;46227;RSA seul;PROMILHANES;5;5
2020-12;45051;RSA seul;BRAY SAINT AIGNAN;10;20
2020-12;45063;RSA seul;CERDON;20;45
2020-12;46011;RSA seul;AUTOIRE;0;0
2020-12;46022;RSA seul;BELAYE;5;10
2020-12;46029;RSA seul;BIARS SUR CERE;40;70
2020-12;46030;RSA seul;BIO;5;5
2020-12;46032;RSA seul;BOISSIERES;5;10
2020-12;46033;RSA seul;PORTE DU QUERCY;10;25
2020-12;46036;RSA seul;LE BOUYSSOU;5;5
2020-12;46037;RSA seul;BOUZIES;5;5
2020-12;46054;RSA seul;CANIAC DU CAUSSE;5;5
2020-12;46056;RSA seul;CARAYAC;0;0
2020-12;46068;RSA seul;CENEVIERES;5;5
2020-12;46076;RSA seul;CORNAC;0;0
2020-12;46082;RSA seul;CREMPS;0;0
2020-12;46087;RSA seul;DEGAGNAC;10;20
2020-12;46093;RSA seul;ESPAGNAC SAINTE EULALIE;0;0
2020-12;46112;RSA seul;FRANCOULES;5;5
2020-12;46114;RSA seul;FRAYSSINET LE GELAT;5;10
2020-12;46123;RSA seul;GIRAC;5;10
2020-12;46125;RSA seul;GORSES;5;10
2020-12;46128;RSA seul;GRAMAT;55;105
2020-12;46130;RSA seul;;0;0
2020-12;46135;RSA seul;LABASTIDE DU HAUT MONT;0;0
2020-12;46137;RSA seul;LABASTIDE MARNHAC;10;10
2020-12;46145;RSA seul;LACHAPELLE AUZAC;5;10
2020-12;46151;RSA seul;LAMOTHE CASSEL;0;0
2020-12;46164;RSA seul;LAVERCANTIERE;0;0
2020-12;46165;RSA seul;LAVERGNE;5;5
2020-12;46167;RSA seul;LENTILLAC DU CAUSSE;0;0
2020-12;46171;RSA seul;LHERM;0;0
2020-12;46216;RSA seul;PAYRIGNAC;10;15
2020-12;46218;RSA seul;PESCADOIRES;5;5
2020-12;46221;RSA seul;PLANIOLES;5;10
2020-12;44190;RSA seul;SAINT SEBASTIEN SUR LOIRE;365;725
2020-12;44206;RSA seul;TOUVOIS;15;35
2020-12;44211;RSA seul;LA TURBALLE;60;80
2020-12;44218;RSA seul;VILLEPOT;5;20
2020-12;44221;RSA seul;LA CHEVALLERAIS;5;10
2020-12;44XXX;RSA seul;;0;0
2020-12;45004;RSA seul;AMILLY;270;580
2020-12;45014;RSA seul;AULNAY LA RIVIERE;5;5
2020-12;45021;RSA seul;BARVILLE EN GATINAIS;0;0
2020-12;45027;RSA seul;BEAUCHAMPS SUR HUILLARD;0;0
2020-12;45037;RSA seul;BOISSEAUX;5;10
2020-12;45067;RSA seul;CHAINGY;30;65
2020-12;45077;RSA seul;LA CHAPELLE SUR AVEYRON;5;15
2020-12;45089;RSA seul;CHECY;65;140
2020-12;45091;RSA seul;CHEVANNES;5;10
2020-12;45109;RSA seul;COULMIERS;5;5
2020-12;45118;RSA seul;CROTTES EN PITHIVERAIS;0;0
2020-12;45120;RSA seul;DAMMARIE EN PUISAYE;0;0
2020-12;45153;RSA seul;GERMIGNY DES PRES;5;5
2020-12;45170;RSA seul;INTVILLE LA GUETARD;0;0
2020-12;45174;RSA seul;JOUY EN PITHIVERAIS;0;0
2020-12;45182;RSA seul;LIGNY LE RIBAULT;10;15
2020-12;45194;RSA seul;MARDIE;15;15
2020-12;45226;RSA seul;NEUVY EN SULLIAS;5;5
2020-12;45230;RSA seul;NOYERS;10;15
2020-12;45235;RSA seul;ORMES;35;60
2020-12;45255;RSA seul;PREFONTAINES;5;5
2020-12;45291;RSA seul;SAINT MARTIN SUR OCRE;5;5
2020-12;45297;RSA seul;SAINT PERE SUR LOIRE;15;30
2020-12;45320;RSA seul;;0;0
2020-12;45321;RSA seul;THIMORY;5;5
2020-12;45333;RSA seul;VENNECY;10;20
2020-12;46178;RSA seul;LOUPIAC;5;5
2020-12;46196;RSA seul;MONTAMEL;0;0
2020-12;46202;RSA seul;MONTDOUMERC;10;15
2020-12;46225;RSA seul;PRAYSSAC;60;105
2020-12;46243;RSA seul;RUEYRES;5;5
2020-12;46250;RSA seul;SAINT CAPRAIS;0;0
2020-12;46251;RSA seul;SAINT CERE;70;115
2020-12;46254;RSA seul;SAINT CHELS;5;10
2020-12;46255;RSA seul;;0;0
2020-12;46257;RSA seul;;0;0
2020-12;46265;RSA seul;SAINT DENIS LES MARTEL;10;20
2020-12;46267;RSA seul;SAINT GERMAIN DU BEL AIR;10;10
2020-12;46268;RSA seul;SAINT GERY VERS;15;20
2020-12;46269;RSA seul;;0;0
2020-12;46270;RSA seul;SAINT JEAN DE LAUR;5;10
2020-12;44061;RSA seul;FROSSAY;25;40
2020-12;44075;RSA seul;ISSE;30;60
2020-12;44096;RSA seul;MESANGER;25;35
2020-12;44114;RSA seul;ORVAULT;450;880
2020-12;44121;RSA seul;PETIT AUVERNE;10;25
2020-12;44131;RSA seul;PORNIC;200;295
2020-12;44141;RSA seul;LA REMAUDIERE;5;10
2020-12;44142;RSA seul;REMOUILLE;5;5
2020-12;44166;RSA seul;SAINT JEAN DE BOISEAU;70;130
2020-12;44074;RSA seul;INDRE;65;120
2020-12;44085;RSA seul;LOUISFERT;10;15
2020-12;44099;RSA seul;MOISDON LA RIVIERE;25;55
2020-12;44100;RSA seul;MONNIERES;10;15
2020-12;44102;RSA seul;MONTBERT;10;20
2020-12;44108;RSA seul;MOUZILLON;15;30
2020-12;44110;RSA seul;NORT SUR ERDRE;90;185
2020-12;44111;RSA seul;NOTRE DAME DES LANDES;20;40
2020-12;44113;RSA seul;NOZAY;55;95
2020-12;44143;RSA seul;REZE;1130;2450
2020-12;44146;RSA seul;ROUGE;40;90
2020-12;44148;RSA seul;RUFFIGNE;15;35
2020-12;44156;RSA seul;CORCOUE SUR LOGNE;25;55
2020-12;44157;RSA seul;SAINT ETIENNE DE MER MORTE;15;30
2020-12;44168;RSA seul;SAINT JOACHIM;40;65
2020-12;44170;RSA seul;SAINT JULIEN DE VOUVANTES;15;25
2020-12;44051;RSA seul;DERVAL;35;70
2020-12;44055;RSA seul;LA BAULE ESCOUBLAC;265;400
2020-12;44058;RSA seul;FERCE;10;25
